#AgId	 SUM(Helpfulness)	 COUNT(Helpfulness) 	 AVG(Helpfulness)/MAX(helpfulness)
742 2342.0 584.0 0.66837899543379
743 410.0 140.0 0.4880952380952381
744 373.0 130.0 0.4782051282051282
745 445.0 150.0 0.49444444444444446
746 444.0 140.0 0.5285714285714286
747 371.0 130.0 0.4756410256410256
748 440.0 140.0 0.5238095238095238
749 429.0 140.0 0.5107142857142857
750 426.0 140.0 0.5071428571428571
751 440.0 150.0 0.4888888888888889
752 450.0 140.0 0.5357142857142857
753 2315.0 588.0 0.6561791383219955
754 480.0 160.0 0.5
755 496.0 160.0 0.5166666666666667
756 423.0 150.0 0.47
757 2343.0 588.0 0.6641156462585034
758 409.0 130.0 0.5243589743589744
759 451.0 150.0 0.5011111111111111
760 2088.0 524.0 0.6641221374045801
761 382.0 130.0 0.4897435897435897
762 2558.0 639.0 0.667188315075639
763 433.0 140.0 0.5154761904761904
764 399.0 130.0 0.5115384615384615
765 462.0 150.0 0.5133333333333333
766 406.0 130.0 0.5205128205128206
767 507.0 170.0 0.4970588235294118
768 462.0 150.0 0.5133333333333333
769 423.0 140.0 0.5035714285714286
770 461.0 150.0 0.5122222222222222
771 461.0 150.0 0.5122222222222222
772 430.0 140.0 0.5119047619047619
773 424.0 150.0 0.4711111111111111
774 496.0 160.0 0.5166666666666667
775 405.0 140.0 0.48214285714285715
776 451.0 150.0 0.5011111111111111
777 387.0 140.0 0.4607142857142857
778 438.0 150.0 0.4866666666666667
779 435.0 150.0 0.48333333333333334
780 491.0 160.0 0.5114583333333333
781 442.0 150.0 0.4911111111111111
782 444.0 140.0 0.5285714285714286
783 446.0 150.0 0.4955555555555556
784 423.0 140.0 0.5035714285714286
785 406.0 140.0 0.48333333333333334
786 383.0 140.0 0.45595238095238094
787 410.0 130.0 0.5256410256410257
788 494.0 150.0 0.5488888888888889
789 339.0 110.0 0.5136363636363637
790 433.0 150.0 0.4811111111111111
791 2213.0 551.0 0.6693889897156685
792 398.0 130.0 0.5102564102564102
793 428.0 140.0 0.5095238095238095
794 2163.0 534.0 0.6750936329588015
795 450.0 150.0 0.5
796 421.0 140.0 0.5011904761904762
797 426.0 140.0 0.5071428571428571
798 438.0 140.0 0.5214285714285715
799 452.0 140.0 0.5380952380952381
800 429.0 140.0 0.5107142857142857
801 497.0 170.0 0.4872549019607843
802 452.0 150.0 0.5022222222222222
803 2271.0 572.0 0.6617132867132867
804 413.0 140.0 0.49166666666666664
805 458.0 150.0 0.5088888888888888
806 469.0 150.0 0.5211111111111111
807 492.0 160.0 0.5125
808 2139.0 533.0 0.6688555347091932
809 399.0 130.0 0.5115384615384615
810 443.0 150.0 0.4922222222222222
811 361.0 130.0 0.46282051282051284
812 463.0 140.0 0.5511904761904762
813 397.0 140.0 0.4726190476190476
814 465.0 160.0 0.484375
815 470.0 150.0 0.5222222222222223
816 482.0 160.0 0.5020833333333333
817 409.0 140.0 0.4869047619047619
818 411.0 140.0 0.48928571428571427
819 414.0 140.0 0.4928571428571429
820 534.0 170.0 0.5235294117647059
821 2150.0 539.0 0.6648113790970934
822 446.0 150.0 0.4955555555555556
823 2050.0 515.0 0.6634304207119741
824 1970.0 487.0 0.6741957563312799
825 486.0 160.0 0.50625
826 501.0 160.0 0.521875
827 477.0 170.0 0.4676470588235294
828 471.0 150.0 0.5233333333333333
829 470.0 150.0 0.5222222222222223
830 413.0 150.0 0.4588888888888889
831 465.0 160.0 0.484375
832 438.0 150.0 0.4866666666666667
833 413.0 140.0 0.49166666666666664
834 409.0 150.0 0.45444444444444443
835 400.0 130.0 0.5128205128205128
836 479.0 160.0 0.49895833333333334
837 2100.0 531.0 0.6591337099811676
838 440.0 150.0 0.4888888888888889
839 486.0 160.0 0.50625
840 417.0 140.0 0.49642857142857144
841 2650.0 661.0 0.6681795259707514
842 2535.0 631.0 0.6695721077654516
843 408.0 140.0 0.4857142857142857
844 447.0 150.0 0.49666666666666665
845 497.0 160.0 0.5177083333333333
846 457.0 150.0 0.5077777777777778
847 510.0 170.0 0.5
848 422.0 140.0 0.5023809523809524
849 456.0 160.0 0.475
850 447.0 140.0 0.5321428571428571
851 435.0 140.0 0.5178571428571429
852 483.0 150.0 0.5366666666666666
853 448.0 160.0 0.4666666666666667
854 475.0 160.0 0.4947916666666667
855 405.0 130.0 0.5192307692307693
856 2502.0 635.0 0.6566929133858268
857 452.0 150.0 0.5022222222222222
858 453.0 150.0 0.5033333333333333
859 428.0 140.0 0.5095238095238095
860 450.0 150.0 0.5
861 2169.0 543.0 0.6657458563535912
862 413.0 140.0 0.49166666666666664
863 421.0 140.0 0.5011904761904762
864 514.0 160.0 0.5354166666666667
865 385.0 130.0 0.4935897435897436
866 486.0 160.0 0.50625
867 432.0 150.0 0.48
868 383.0 130.0 0.491025641025641
869 406.0 140.0 0.48333333333333334
870 463.0 160.0 0.4822916666666667
871 447.0 150.0 0.49666666666666665
872 420.0 140.0 0.5
873 458.0 150.0 0.5088888888888888
874 421.0 140.0 0.5011904761904762
875 2377.0 593.0 0.6680719505340079
876 488.0 150.0 0.5422222222222223
877 503.0 170.0 0.4931372549019608
878 471.0 160.0 0.490625
879 466.0 150.0 0.5177777777777778
880 380.0 130.0 0.48717948717948717
881 2288.0 578.0 0.6597462514417531
882 437.0 140.0 0.5202380952380953
883 421.0 130.0 0.5397435897435897
884 425.0 150.0 0.4722222222222222
885 317.0 110.0 0.4803030303030303
886 378.0 130.0 0.4846153846153846
887 494.0 160.0 0.5145833333333333
888 461.0 150.0 0.5122222222222222
889 412.0 140.0 0.49047619047619045
890 390.0 130.0 0.5
891 2491.0 627.0 0.662147793726741
892 2232.0 558.0 0.6666666666666666
893 392.0 140.0 0.4666666666666667
894 404.0 140.0 0.48095238095238096
895 386.0 140.0 0.4595238095238095
896 446.0 150.0 0.4955555555555556
897 442.0 150.0 0.4911111111111111
898 323.0 110.0 0.4893939393939394
899 451.0 160.0 0.46979166666666666
900 479.0 160.0 0.49895833333333334
901 457.0 150.0 0.5077777777777778
902 457.0 150.0 0.5077777777777778
903 432.0 150.0 0.48
904 535.0 170.0 0.5245098039215687
905 465.0 160.0 0.484375
906 421.0 150.0 0.4677777777777778
907 2308.0 574.0 0.670150987224158
908 2287.0 568.0 0.6710680751173709
909 430.0 140.0 0.5119047619047619
910 470.0 160.0 0.4895833333333333
911 403.0 130.0 0.5166666666666667
912 461.0 150.0 0.5122222222222222
913 2358.0 585.0 0.6717948717948717
914 2377.0 601.0 0.6591791458679978
915 366.0 130.0 0.46923076923076923
916 475.0 160.0 0.4947916666666667
917 378.0 140.0 0.45
918 500.0 170.0 0.49019607843137253
919 391.0 130.0 0.5012820512820513
920 432.0 140.0 0.5142857142857142
921 501.0 160.0 0.521875
922 414.0 140.0 0.4928571428571429
923 458.0 150.0 0.5088888888888888
924 386.0 130.0 0.4948717948717949
925 430.0 150.0 0.4777777777777778
926 437.0 150.0 0.4855555555555556
927 435.0 150.0 0.48333333333333334
928 443.0 150.0 0.4922222222222222
929 408.0 130.0 0.5230769230769231
930 394.0 130.0 0.5051282051282051
931 462.0 150.0 0.5133333333333333
932 422.0 140.0 0.5023809523809524
933 468.0 160.0 0.4875
934 439.0 140.0 0.5226190476190476
935 432.0 140.0 0.5142857142857142
936 469.0 150.0 0.5211111111111111
937 450.0 150.0 0.5
938 407.0 140.0 0.4845238095238095
939 474.0 150.0 0.5266666666666666
940 417.0 140.0 0.49642857142857144
941 438.0 140.0 0.5214285714285715
942 407.0 140.0 0.4845238095238095
943 407.0 140.0 0.4845238095238095
944 503.0 170.0 0.4931372549019608
945 492.0 160.0 0.5125
946 407.0 140.0 0.4845238095238095
947 2282.0 575.0 0.6614492753623188
948 461.0 160.0 0.48020833333333335
949 541.0 170.0 0.5303921568627451
950 503.0 170.0 0.4931372549019608
951 421.0 140.0 0.5011904761904762
952 523.0 170.0 0.5127450980392156
953 423.0 140.0 0.5035714285714286
954 474.0 160.0 0.49375
955 462.0 150.0 0.5133333333333333
956 2246.0 565.0 0.6625368731563421
957 373.0 130.0 0.4782051282051282
958 453.0 140.0 0.5392857142857143
959 430.0 140.0 0.5119047619047619
960 438.0 150.0 0.4866666666666667
961 533.0 170.0 0.5225490196078432
962 411.0 140.0 0.48928571428571427
963 462.0 150.0 0.5133333333333333
964 436.0 140.0 0.5190476190476191
965 478.0 160.0 0.4979166666666667
966 325.0 110.0 0.49242424242424243
967 437.0 150.0 0.4855555555555556
968 411.0 130.0 0.5269230769230769
969 375.0 130.0 0.4807692307692308
970 449.0 150.0 0.4988888888888889
971 485.0 160.0 0.5052083333333334
972 2151.0 535.0 0.6700934579439253
973 376.0 130.0 0.48205128205128206
974 455.0 150.0 0.5055555555555555
975 2210.0 544.0 0.6770833333333334
976 2362.0 584.0 0.6740867579908676
977 368.0 130.0 0.4717948717948718
978 2207.0 557.0 0.6603830041891083
979 512.0 160.0 0.5333333333333333
980 434.0 140.0 0.5166666666666667
981 520.0 170.0 0.5098039215686274
982 451.0 150.0 0.5011111111111111
983 395.0 130.0 0.5064102564102564
984 430.0 150.0 0.4777777777777778
985 425.0 140.0 0.5059523809523809
986 435.0 140.0 0.5178571428571429
987 493.0 160.0 0.5135416666666667
988 492.0 170.0 0.4823529411764706
989 419.0 140.0 0.4988095238095238
990 446.0 150.0 0.4955555555555556
991 450.0 160.0 0.46875
992 420.0 130.0 0.5384615384615384
993 474.0 150.0 0.5266666666666666
994 438.0 150.0 0.4866666666666667
995 378.0 130.0 0.4846153846153846
996 391.0 130.0 0.5012820512820513
997 2492.0 623.0 0.6666666666666666
998 486.0 160.0 0.50625
999 446.0 160.0 0.46458333333333335
